18626,0
7938,-19286
4577,0
8424,-6156
11178,0
10530,6778
16848,0
10692,-827
29322,0
0,6966
0,9720
0,0
30132,29646
9235,-20740
16524,0
10662,-22126
29484,0
0,8424
29646,0
-631,-17334
28350,0
264,-11920
28512,0
-1032,0
29484,0
1340,-15876
0,0
8424,1176
12474,0
11016,-23260
-162,0
10368,7264
648,0
8424,-32768
12312,0
-2748,-3888
29484,0
-925,0
21385,7452
30132,12474
0,0
30132,29646
0,-120
30132,178
0,0
18630,0
0,7452
0,-29902
0,-238
23730,0
0,11178
17883,0
0,11502
20538,5994
0,9396
30132,29484
26720,7011
0,-80
5832,2268
-273,11826
30132,29322
0,-240
0,-28
324,4536
0,-231
30132,-2764
0,-84
30132,-4383
0,-382
30132,28674
0,-432
30132,11732
0,-297
30132,9234
0,0
29960,-972
0,0
0,0
26310,144
0,0
8748,-32768
0,0
30132,29484
0,5184
30325,28836
-648,5670
30132,29808
162,3564
30132,0
30132,29869
25920,-17010
28674,0
7391,-9652
29646,0
14083,-9720
29484,0
20803,0
29951,0
18825,0
29484,1620
11370,0
28756,13932
4040,-5508
30418,22518
5330,4928
30132,17161
9748,14904
30132,29160
0,189
29970,4699
0,-191
0,-215
27216,0
7798,0
0,-376
17985,2106
1134,0
13713,4050
29484,0
542,10854
30132,19764
30132,0
30132,29484
-587,8262
30212,29808
733,0
24948,8748
1072,6642
30133,13608
3297,0
21304,324
7214,0
26633,0
8974,-1782
25287,4536
16688,-19372
29322,0
18561,0
28684,486
6881,0
29798,9882
4489,0
29284,27540
-361,162
30132,11988
0,-194
17982,0
22194,0
30132,15714
0,1782
0,-182
30455,4536
1534,5670
30132,0
21349,-11178
29646,0
18075,-8100
29646,0
5584,0
29484,0
24462,-18400
29484,0
9829,0
29711,1458
2185,10206
0,-20
30132,9396
0,-254
29201,0
23490,-19372
29646,0
20726,0
29160,0
15373,0
29263,24948
0,11016
30132,26568
0,-130
30132,8372
5184,-29254
29160,0
14892,0
30132,29322
29970,-689
0,-102
0,-310
29133,0
6649,0
28658,0
15433,0
28179,12636
5611,6480
30132,15066
5936,2754
28988,0
6734,11664
30424,3726
3283,12312
0,-61
30258,28350
1774,8424
30132,16848
867,13770
30132,29606
1476,16038
30132,18144
1586,18180
0,-43
23652,648
11409,0
29970,24948
-567,188
30132,-7789
0,-312
30132,-8923
0,-81
3078,6966
0,0
26606,-8748
6784,-19372
29484,0
14739,-19372
21061,0
13822,-19372
19926,0
18026,-32768
4212,0
24379,-32768
29484,0
5508,-8262
5184,0
0,-16848
162,0
18306,-30550
29322,0
7908,12474
29135,14823
-852,162
30132,6246
30132,4311
0,-89
-162,5508
13608,0
29646,-19372
29475,15066
20559,-10371
-5,12636
30132,21708
0,-197
0,-228
-324,6804
0,0
17334,-18306
0,4860
29127,0
8184,0
29202,324
8684,6156
29442,15299
1273,11178
30292,29889
-339,13122
30142,29646
-228,5670
30285,29727
914,7452
29808,16513
1433,9882
30292,29731
641,8586
29645,6966
4879,0
29969,12312
4608,4698
29479,5022
6526,4212
30497,18468
363,7452
30286,29646
0,10854
30132,29646
-162,6156
30273,29322
0,-247
23166,-1945
0,-149
1944,0
11826,3120
19926,15309
2916,3078
30132,7128
19993,-9396
27864,29646
0,193
26244,26082
0,-227
28998,-162
0,0
10044,-30550
29646,0
2554,7290
465,1270
0,-28
20727,10368
-25,0
20068,8586
-490,486
18000,11988
49,9882
25272,12798
-512,9720
20898,0
1345,0
19936,0
1256,0
20412,15390
368,8910
25434,13608
-891,1495
30132,-8262
0,-405
0,0
29646,0
8586,6642
