0,-3078
162,5994
0,-29484
-25469,-12150
0,0
-30494,32767
-29484,26244
-17617,11408
0,-29484
-28877,-17982
0,0
-30546,32767
162,0
-30299,14256
-11826,22499
-29773,0
0,-18144
-11664,5968
0,-28674
-6631,-22197
0,-19116
-30494,-1296
0,0
-30494,14554
0,0
-29484,1296
-29644,0
-20412,23004
-14935,9396
0,-29484
-29358,7264
0,-7290
-30294,5860
0,0
-30294,-1620
0,0
0,7614
0,0
-29484,21546
-29726,0
0,-22842
-24502,-22842
0,0
0,0
-30294,13932
-28675,0
0,-19602
-29646,0
-30132,16775
0,0
-29646,17812
-26568,0
-2592,14418
-15714,0
-24500,-11826
0,0
-19694,17078
-30492,32767
-5022,0
-29970,-4212
-29484,0
-9234,-22518
0,-13446
-30132,19507
0,0
-29970,-4212
-11016,0
-9396,25596
-29484,0
-2629,0
-28350,29646
-25110,0
0,19278
0,-4536
-30528,-1458
0,0
-29808,-2106
-29484,0
0,-28998
-13770,6872
-29808,0
0,25596
-13446,7264
0,-6642
-28512,0
-29484,0
0,-26082
-14094,-12960
0,-14985
-30132,162
0,0
-30543,1482
-29484,0
0,0
-30356,972
0,0
-28836,31914
-29484,0
0,-24624
-29484,0
0,-25110
-14832,13190
0,-25758
-12312,-21870
0,-14904
-30374,324
-30330,19764
0,0
-18288,16660
0,0
-15038,13608
0,0
-30488,-12986
0,0
-29484,18630
-28998,0
-30330,0
-3826,-12503
0,-13770
0,0
-29484,1134
0,0
-12150,28188
-29646,0
0,-29484
-22739,-15066
0,0
-30492,19926
0,0
-29808,-4050
-30010,0
-29808,-9072
-29808,5670
-28512,13770
0,-23976
-24341,-13446
0,-10854
-30132,-14904
0,0
-29808,4860
-28998,13190
0,-29484
-18144,3726
0,-29808
-30538,-1782
0,0
-30332,13603
0,0
0,-29808
-11826,-3078
0,0
-30494,14245
0,0
-18792,-648
-29484,7614
0,0
0,15876
-2916,0
-29808,32767
0,0
-29808,-2111
0,0
-29808,6642
-30132,0
0,30598
-15147,162
0,-14904
-15552,-10044
0,-24300
-30529,-5488
0,0
-30132,3470
0,0
-29808,32238
-21546,0
0,-21060
0,0
0,18792
0,-20412
-5508,0
-29808,-3888
-30132,0
-8910,5508
-4807,-25625
0,0
-30294,-1283
0,0
-29970,7426
0,19278
-5427,15296
0,-25758
-5342,4050
-30330,786
-810,0
-30132,-766
0,0
-10368,0
-30529,12866
0,0
-30132,11815
0,0
-30132,810
0,0
-30558,32767
0,0
-13122,11826
-972,-4860
0,-21546
-22313,-24624
0,-2754
-4960,0
-30294,486
0,0
-30294,20959
0,0
-30294,-3888
-30132,0
-20736,25110
-13448,14810
0,-29646
-27255,-6642
0,0
-29484,-1296
-2429,0
-12312,1756
0,-24624
-30447,324
0,0
-29808,-505
-29484,0
-20736,25920
0,0
-29000,0
-2430,8492
-21222,30132
-29484,1364
0,-27864
-3331,7687
0,-324
-30132,6153
0,0
-29322,6318
-29646,0
0,-23328
-18303,5738
0,-29484
-26280,-21546
0,-17010
-30418,-1782
-14257,0
-2916,0
-10530,0
-13284,31590
-29769,0
0,-29484
-3604,-14444
0,-29484
-30525,-1620
0,0
-30537,28998
-11340,4536
-20412,-1296
-27538,0
-9558,29646
-25434,0
-22878,-24625
0,-14904
-30132,162
0,0
-29970,-860
-29847,0
0,-29484
0,-29646
-30132,-162
-11988,0
-29808,-3402
0,0
-27216,32767
-21870,0
-28223,0
-13122,17888
-29808,26241
0,0
-29808,4698
-21546,0
-13932,9396
-22194,0
-6156,19116
-162,11732
0,-26244
-30528,-5452
0,0
-30493,11819
324,0
-29808,-4050
-29484,0
-14823,-11502
0,0
-30294,-3888
-5184,0
-29484,0
0,-12474
324,-3752
0,-14904
-3240,0
-11826,0
-27054,-1782
324,0
-29970,7776
0,0
-29484,-4050
-13122,0
-486,30772
-16050,14648
0,-10854
-30294,-15390
0,0
-30423,26406
-162,0
-5346,17820
-7452,19440
0,-29484
-28388,-4779
0,0
-30493,13686
-30376,4834
-162,30291
-30529,-25594
0,0
-30329,13951
-162,0
-30529,32767
-11340,0
0,1458
-6091,11408
0,-8262
-30132,-7452
-30132,-3654
-6156,0
-15390,972
-29484,0
0,-18630
-11340,-29646
-14093,8074
-24948,18303
-23472,0
-10692,31570
-29476,0
0,-26082
-8737,10018
0,-14904
-30294,-16200
0,0
-30493,-891
0,0
-30132,324
0,0
-30366,28107
-18311,0
0,-25110
-138,13770
0,0
-30521,21384
-10044,0
-30496,-3078
-1296,6156
-29844,0
-9234,29484
-29806,0
162,-4050
0,0
-29808,-4050
0,0
-13122,9882
-29322,9396
0,-29484
-12636,-20898
0,0
-30172,9900
0,0
-29808,-2754
-10692,0
-29808,8262
-29484,0
0,-29484
-4252,-11214
0,0
-30331,19926
0,0
-30310,-1093
0,-15876
-30461,162
0,0
-30132,13122
-810,0
-648,5670
-29484,0
0,-29646
-28673,0
-29160,-2754
-21060,4928
0,-29484
-10207,-24138
0,-12312
-30132,13640
0,0
-29484,7196
0,-26082
-23895,-23652
0,0
-30460,29390
162,0
-11826,26082
-3969,10018
-810,13258
-8100,21301
-29808,0
0,-29160
-30312,-2084
0,0
-30294,5617
0,0
-28512,27540
0,0
0,0
-30132,-4374
-30132,0
-12798,32400
-17901,19022
0,-28836
-14499,-5022
0,0
-30494,32767
0,0
-30527,0
-12312,28674
-29160,0
0,-27702
-5427,-15092
-162,0
-30294,-544
0,0
-30332,15546
0,-324
0,-15552
-30418,-1782
0,0
-30557,486
0,0
-30527,32767
0,0
-27864,32767
-20250,17794
-10206,3214
0,-4536
-30132,12536
0,0
-29484,7452
-29646,0
-21546,0
-7584,0
-17658,19116
162,0
0,-29808
324,2012
0,-3078
-30334,16001
-29484,5508
-29647,0
-4212,-6029
0,6966
-20088,0
0,-23814
-22865,-15876
0,0
-30527,20768
-11988,0
-30519,324
0,-14904
0,0
-21160,-16524
0,0
-29808,3564
-29322,0
0,-29484
-5670,-30968
0,0
-30331,784
-972,0
-29682,0
0,-18792
-28512,0
-29808,-4536
-10368,0
-29646,-324
-17172,0
-30370,19526
-5994,0
-29808,-4536
-25951,0
-29646,2754
-26082,0
0,-29160
-23328,18468
0,0
0,0
-29970,-4536
-9558,0
-972,10018
-525,18792
0,-19116
-12798,-22680
0,0
0,0
-29160,32767
0,0
-29970,32767
-324,0
-5670,-3590
0,0
-30491,-2268
0,0
-30492,32767
-22346,0
-29808,3888
-29970,0
-27864,28998
-30493,10896
324,0
-16524,28998
-24056,0
0,-29646
-22842,11314
0,-27864
-30527,-2434
0,0
-25659,0
-30132,0
-18792,31752
-28674,0
-23652,22680
-28017,0
-324,4860
-3314,19576
0,-29808
-2470,-18792
0,0
-30331,22978
0,0
-30332,648
-29970,0
-5670,0
-30456,-13932
0,-16362
-10206,9694
0,-29646
-5994,-162
0,-10854
-30532,-1202
0,0
-1134,0
-21222,-4536
-29790,0
0,-26730
-17293,-11502
0,0
-30331,136
-1458,486
-29970,-4536
0,-13284
-27378,0
0,-29808
-30477,-8303
0,0
-30375,-12787
-30132,9788
-30487,162
0,0
-30331,6493
0,0
-30494,27864
648,0
-29970,14580
-29988,0
0,-23328
-486,0
0,0
-30436,-15254
0,0
-15228,19278
-162,1134
-29484,-6898
0,-22680
0,-24948
-30446,162
0,-4374
-30172,9696
0,0
-29484,7938
-4374,0
-5184,8100
-28674,0
0,19754
162,-2200
0,0
-11177,-20574
0,-28836
-20695,1040
0,-26406
-251,19602
0,-5670
-30132,18210
0,0
-18144,31266
-12362,0
0,-29484
0,0
-30304,-534
0,0
-30132,9626
-16038,0
-9558,24462
0,0
0,-16362
0,-12474
-28512,4050
0,-27054
-8707,19184
0,-29484
-8910,8978
0,-14580
-27740,-16362
0,0
-30529,27702
-15552,0
-162,-14418
-25434,9626
0,-29484
0,0
-30459,11243
-10044,0
-29484,-16780
0,0
-29970,486
-29322,-15552
162,0
-30132,9474
0,0
-30294,-632
0,0
-30334,3703
0,0
-30330,21682
0,0
-30535,23788
0,0
-30294,5158
0,0
-24624,32400
-14538,2660
0,-28674
-21875,-12798
0,0
-30494,-1824
-29646,1620
-22396,0
-972,8910
324,7844
0,-7290
-30452,5346
-10044,9396
0,-23166
-30521,-423
0,0
-30492,32767
0,0
-30294,17658
-23632,0
-23490,-2773
-28840,0
162,16362
-29322,0
-15916,-24140
0,0
162,6641
0,0
-30492,486
-18286,0
164,9184
-30132,0
0,-18468
-8343,11988
0,-29646
-10859,19194
0,-9234
-30294,6224
0,0
-30528,24624
-18144,0
-29808,-5245
